Ezr	This book details the events of a very interesting period of the Sacred History, when, according to the decree of Providence, the Jewish people were to be delivered from their captivity, at the expiration of seventy years, and restored to the land of their fathers. This book informs us how the Divine goodness accomplished this most gracious design, and the movers and agents He employed on the occasion. Ezra was undoubtedly the chief agent under God in effecting this arduous work; and his zeal, piety, knowledge, and discretion, appear here in a most conspicuous point of view, and claim our utmost admiration. Descended from Seraiah, in a direct line from Aaron, he seems to have united all the requisites of a profound statesmen with the functions of the sacerdotal character. He appears to have made the Sacred Scriptures, during the captivity, his peculiar study; and, perhaps assisted by Nehemiah and the great synagogue, he corrected the errors which had crept into the Sacred Writings, through the negligence or mistake of transcribers; he collected all the books of which the Sacred Scriptures then consisted, disposed them in their proper order, and settled the canon of Scriptures for his time; he occasionally added, under the dictation of the Holy Spirit, whatever appeared necessary for the purpose of illustrating, completing, or connecting them; he substituted the modern for the ancient names of some places, which had now become obsolete; and transcribed the whole of the Scriptures into the Chaldee character. He is said to have lived to the age of 120 years, and, according to Josephus, was buried in Jerusalem; but the Jews believe he died in Persia, in a second journey to Artaxerxes, where his tomb is shown in the city of Zamusa. Though not styled a prophet, he wrote under the Divine Spirit; and the canonical authority of his book has never been disputed. It is written with all the spirit and fidelity that could be displayed by a writer of contemporary times; and those parts which chiefly consist of letters, decrees, etc., are written in Chaldee, because it seemed more suitable to the fidelity of a sacred historian to give these official documents, as they may be termed, in the original language, especially as the people, recently returned from the captivity, were familiar, and perhaps more conversant with the Chaldee, than with the Hebrew.
Neh	Of Nehemiah, the author and principal actor in the events recorded in this book, the Jews speak as one of the greatest men of their nation. His concern for his country entitles him to the character of the first patriot that ever lived. Descended, according to some, of the family of Aaron, or according to others, of the tribe of Judah and allied to the royal family of David, in the course of Divine Providence, he was a captive in Babylon, but there his excellences were so apparent, that he was chosen by the Persian king to fill an office the most respectable and the most confidential in the whole court. Here he lived in ease and affluence. he lacked no good thing; and here he might have continued to live, in the same affluence, and in the same confidence; but he could enjoy neither, so long as he knew his people distressed, the sepulchres of his fathers trodden under foot, the altars of his God overturned, and his worship either totally neglected or corrupted. He sought the peace of Jerusalem; prayed for it; and was willing to sacrifice wealth, ease, safety, and even life itself, if he might be the instrument of restoring the desolations of Israel. And God, who saw the desire of his heart, and knew the excellences with which he had endowed him, granted his request, and gave him the high honour of restoring the desolated city of his ancestors, and the pure worship of their God. The opposition of Sanballat and the Samaritans, and the firmness and zeal with which he repelled their insults and ineffectual efforts cannot be read without the liveliest emotions; and will afford to the latest times, a noble and animating example of distinguished patriotism, united with the sincerest devotion to the interests of religion. The virtue and piety of this great and good man, appear with equal lustre in the numerous and important reformations he effected. He relieved the people from their hardships and oppressions, by abolishing the harsh and usurious practices of the nobles and rulers; gave up his own revenue, as governor of the province, for the benefit of the people; and, as a further means of conciliating their affections, exhibited an example of the most princely hospitality. As the best security for good morals, and the better observance of the laws of God, he re-established the offices of public worship, and prevented the profanation of the sabbath, which had arrived at a shameful excess; he furnished the returned captives with authentic registers, and enabled them, in the best manner possible, after so long and calamitous an interval, to trace the genealogies, and claim the inheritance of their respective families; and further, he accomplished the separation of the Jewish people from the mixed multitude, with which they had been incorporated, and annulled the numerous marriages which they had made with heathens and idolaters of every description. For disinterestedness, philanthropy, patriotism, prudence, courage, zeal, humanity, and every virtue that constitutes a great mind, and proves a soul in deep communion with God, Nehemiah will ever stand conspicuous among the greatest men of the Jewish nation; and an exemplar worthy of being copied by the first patriots in every nation under heaven.
Est	This Book, which derives its name from the person whose history it chiefly relates, is termed in Hebrew, <hu>מגלה</hu> [H4039] <hu>אסתר</hu> [H635], <i>megillath Esther</i>, "the volume of Esther." Concerning its author there are various opinions: some attribute it to Ezra; some to Joachim, the son of Joshua the high priest; others to the men of the great synagogue; and others to Mordecai, which seems the most probable opinion. The events here related probably refer to the time of Artaxerxes Longimanus, who, according to Prideaux, was the Ahasuerus of Esther, agreeably to Josephus (Ant. 1 xi. c. 6), the Septuagint version, and the apocryphal additions to this book. The history, therefore, comes in between the sixth and seventh chapters of <u>Ezr_6:22</u>, commencing about am 3540, and continuing through a period of twelve years. it relates the royal feast of Ahasuerus; the disgrace of Vashti (Esther 1); the elevation of Esther to the Persian throne; the essential service rendered to the king by Mordecai, in detecting a plot against his life (Esther 2); the promotion of Haman, and his purposed destruction of the Jews (<u>Est_3:1-15</u>); the consequent affliction of the Jews, and the measures pursued by them (Esther 4); the defeat of Haman's plot, through the instrumentality of Esther, against Mordecai (Esther 5-7); and also the defeat of his general plot against the Jews (Esther 8, <u>Est_9:1-15</u>); the institution of the feast of Purim to commemorate this deliverance (Esther 9:16-32); and the advancement of Mordecai (<u>Est_10:1-3</u>); and though some Christians have hesitated to receive this book into the sacred canon, yet it has always been received by the Jews, not only as perfectly authentic, but also as one of the most excellent of their sacred books. That it is a genuine and faithful description of a real fact, the observation of the feast of Purim, to the present day, is a sufficient evidence; since it is impossible, and in fact inconceivable, that a nation should institute, and afterwards continue to celebrate without interruption, through every generation of that people, in a long succession of ages, in whatever places they may have sojourned, this solemn annual festival, merely because one of their nation had written an agreeable fable or romance. It has been remarked, as an objection to this book, that the name of God no where occurs in it: His superintending providence, however, is frequently illustrated. It is shewn, indeed, in every part of the work; disconcerting evil designs, and producing great events, by means seemingly inadequate. It also presents an interesting description of mortified pride, and of malice baffled to the destruction of its possessors; and exhibits a very lively representation of the vexations and troubles, the anxieties, treachery, and dissimulation of a corrupt court.
Job	A large aquatic animal, perhaps the extinct dinosaur, plesiosaurus, the exact meaning is unknown. Some think this to be a crocodile but from the description in Job 41:1-41:34 this is patently absurd. It appears to be a large fire breathing animal of some sort. Just as the bomardier beetle has an explosion producing mechanism, so the great sea dragon may have an explosive producing mechanism to enable it to be a real fire breathing dragon.
Psa	The Psalms have been the general song of the universal Church; and in their praise, all the Fathers have been unanimously eloquent. Men of all nations find in these compositions a language at once suitable to their feelings, and expressive of their highest joys and deepest sorrows, as well as of all the endlessly varied wishes and desires of their hearts. Whether the pious believer is disposed to indulge the exalted sentiments of praise and thanksgiving towards the ALMIGHTY FATHER of his being; to pour out his soul in penitence or prayer; to bewail, with tears of contrition, past offences; to magnify the goodness and mercy of GOD; to dwell with ecstacy on the divine attributes of wisdom and omnipotence; or to rejoice in the coming of the MESSIAH, the Psalms afford him the most perfect models for expressing all his feelings.
Pro	The wisdom of all ages, from the highest antiquity, has chosen to compress and communicate its lessons in short, compendious sentences, and in poetic language, which were readily conceived and easily retained, and circulated in society as useful principles, to be unfolded as occasion required. Indeed, such short maxims, comprehending much instruction in a few words, and carrying their own evidence with them, are admirably adapted to direct the conduct, without overburdening the memory, or perplexing the mind with abstract reasonings; and hence there are, in all countries and in all languages, old proverbs, or common sayings, which have great authority and influence on the opinions and actions of mankind. Such maxims, however, want their proper basis, the sanction of a Divine Original; and being generally the mere result of worldly prudence, are often calculated to impose on the judgment, and to mislead those who are directed by them. But the proverbs in this book not only are far more ancient than any others extant in the world, and infinitely surpass all the ethical sayings of the ancient sages; but have also received a Divine imprimatur, and are infallible rules to direct our conduct in every circumstance of human life. They are so justly founded on the principles of human nature, and so adapted to the permanent interests of man, that they agree with the manners of every age; and are adapted to every period, condition, or rank in life, however varied in its complexion or diversified by circumstance. Kings and subjects, rich and poor, wise and foolish, old and young, fathers and mothers, husbands and wives, sons and daughters, masters and servants, may here learn their respective duties, and read lessons of instruction for the regulation of their conduct in their various circumstances; while the most powerful motives, derived from honour, interest, love, fear, natural affection, and piety, are exhibited to inspire an ardent love of wisdom and virtue, and the greatest detestation of ignorance and vice. These maxims are laid down so clearly, copiously, impressively, and in such variety, that every man who wishes to be instructed may take what he chooses, and, among multitudes, those which he likes best. "He is wise," say St. Basil, "not only who hath arrived at a complete habit of wisdom, but who hath made some progress towards it; nay, who doth as yet but love it, or desire it, and listen to it. Such as these, by reading this book, shall be made wiser; for they shall be instructed in much divine, and in no less human learning....It bridles the injurious tongue, corrects the wanton eye, and ties the unjust hand in chains. It persecutes sloth, chastises all absurd desires, teaches prudence, raises man's courage, and represents temperance and chastity after such a fashion that one cannot but have them in veneration."
Isa	Isaiah has, with singular propriety, been denominated the Evangelical Prophet, on account of the number and variety of his prophecies concerning the advent and character, the ministry and preaching, the sufferings and death, and the extensive and permanent kingdom of the Messiah. So explicit and determinate are his predictions, as well as so numerous, that he seems to speak rather of things past than of events yet future; and he may be rather called an evangelist than a prophet. Though later critics, especially those on the continent, have expended much labour and learning in order to rob the prophet of his title; yet no one, whose mind is unprejudiced, can be at a loss in applying select portions of these prophecies to the mission and character of Jesus Christ, and to the events in his history which they are cited to illustrate by the sacred writers of the New Testament. In fact, his prophecies concerning the Messiah seem almost to anticipate the Gospel history; so clearly do they predict his Divine character. (Compare <u>Isa_7:14</u> with <u>Mat_1:18-23</u>, and <u>Luk_1:27-35</u>; see <u>Isa_6:1-13</u>; <u>Isa_9:6</u>; <u>Isa_35:4</u>; <u>Isa_40:5</u>, <u>Isa_40:9</u>, <u>Isa_40:19</u>; <u>Isa_42:6-8</u>; compare <u>Isa_61:1</u>, with <u>Luk_4:18</u>; see <u>Isa_62:11</u>; <u>Isa_63:1-4</u>); his miracles (<u>Isa_35:5</u>, <u>Isa_35:6</u>); his peculiar character and virtues (<u>Isa_11:2</u>, <u>Isa_11:3</u>; <u>Isa_40:11</u>; <u>Isa_43:1-3</u>); his rejection (Compare <u>Isa_6:9-12</u> with <u>Mar_13:14</u>; see <u>Isa_7:14</u>, <u>Isa_7:15</u>; <u>Isa_53:3</u>); his sufferings for our sins (<u>Isa_50:6</u>; <u>Isa_53:4-11</u>); his death and burial (<u>Isa_53:8</u>, <u>Isa_53:9</u>); his victory over death (<u>Isa_25:8</u>; <u>Isa_53:10</u>, <u>Isa_53:12</u>); his final glory (<u>Isa_49:7</u>, <u>Isa_49:22</u>, 33; <u>Isa_52:13-15</u>; <u>Isa_53:4</u>, <u>Isa_53:5</u>); and the establishment, increase, and perfection of his kingdom (<u>Isa_2:2-4</u>; <u>Isa_9:2</u>, <u>Isa_9:7</u>; <u>Isa_11:4-10</u>; <u>Isa_16:5</u>; <u>Isa_29:18-24</u>; <u>Isa_32:1</u>; <u>Isa_40:4</u>, <u>Isa_40:5</u>; <u>Isa_42:4</u>; <u>Isa_46:13</u>; <u>Isa_49:9-13</u>; <u>Isa_51:3-6</u>; <u>Isa_53:6-10</u>; <u>Isa_55:1-3</u>; <u>Isa_59:16-21</u>; 60; <u>Isa_61:1-5</u>; <u>Isa_65:25</u>); each specifically pointed out, and pourtrayed with the most striking and discriminating characters. It is impossible, indeed, to reflect on these, and on the whole chain of his illustrious prophecies, and not be sensible that they furnish the most incontestable evidence in support of Christianity. The style of Isaiah has been universally admired as the most perfect model of elegance and sublimity; and as distinguished for all the magnificence, and for all the sweetness of the Hebrew language.
Eze	The character of Ezekiel, as a Writer and Poet, is thus admirably drawn by the masterly hand of Bishop Lowth: "Ezekiel is much inferior to Jeremiah in elegance; in sublimity he is not even excelled by Isaiah; but his sublimity is of a totally different kind. He is deep, vehement, tragical; his sentiments are elevated, animated, full of fire and indignation; his imagery is crowded, magnificent, terrific; his language is grand, solemn, austere, rough, and at times unpolished; he abounds in repetitions, not for the sake of grace or elegance, but from vehemence and indignation. Whatever subject he treats of, that he sedulously puruses; from that he rarely departs, but cleaves, as it were, to it; whence the connexion is in general evident and well preserved. In other respects he may perhaps be exceeded by the other prophets; but, for that species of composition to which he seems adapted by natural gifts, the forcible, impetuous, grave, and grand, not one of the sacred writers is superior to him. His diction is sufficiently perspicuous; all his obscurity arises from the nature of his subjects. Visions (as for instance, among others, those of Hosea, Amos, and Zechariah), are necessarily dark and confused. The greater part of Ezekiel, particularly towards the middle of the book, is poetical, whether we regard the matter of the language." Abp. Newcombe judiciously observes, The Prophet is not to be considered merely as a poet, or as a framer of those august and astonishing visions, and of those admirable poetical representations, which he committed to writing; but as an instrument in the hands of God, who vouchsafed to reveal himself, through a long succession of ages, not only in divers parts constituting a magnificant and uniform whole, but also in different manners, as by voice, by dreams, by inspiration, and by plain or enigmatical vision. "Ezekiel is a great poet, full of originality; and, in my opinion, whoever censures him as if he were only an imitator of the old prophets, can never have felt his power. He must not, in general, be compared with Isaiah, and the rest of the old prophets. Those are great, Ezekiel is also great; those in their manner of poetry, Ezekiel in his." To justify this character the learned prelate descends to particulars, and gives apposite examples, not only of the clear, flowing, and nervous, but also of the sublime; and concludes his observations on his style, by stating it to be his deliberate opinion, that if his "style is the old age of Hebrew language and composition (as has been alleged), it is a firm and vigorous one, and should induce us to trace its youth and manhood with the most assiduous attention." As a Prophet, Ezekiel must ever be allowed to occupy a very high rank; and few of the prophets have left a more valuable treasure to the church of God than he has. It is true, he is in several places obscure; but this resulted either from the nature of his subjects, or the events predicted being still unfulfilled; and, when time has rolled away the mist of futurity, successive generations will then perceive with what heavenly wisdom this much neglected prophet has spoken. There is, however, a great proportion of his work which is free from every obscurity, and highly edifying. He has so accurately and minutely foretold the fate and condition of various nations and cities, that nothing can be more interesting than to trace the exact accomplishment of these prophecies in the accounts furnished by historians and travellers; while, under the elegant type of a new temple to be erected, a new worship to be introduced, and a new Jerusalem to be built, with new land to be allotted to the twelve tribes, may be discovered the vast extent and glory of the New Testament Church.
Joe	It is generally supposed, that the prophet Joel blends two subjects of affliction in one general consideration, or beautiful allegory; and that, under the devastation to be produced by locusts in the vegetable world, he portrays the more distant calamities to be inflicted by the armies of the Chaldeans in their invasion of Judea. These predictions are followed by a more general denunciation of God's vengeance, delivered in such language as to be in some measure descriptive of the final judgment of mankind. The prophet intermingles these declarations with earnest exhortations to repentance, and with promises of returning prosperity productive of Gospel blessings; foretelling, in the clearest terms, the general effusion of the Holy Spirit under the Christian dispensation, and the awful consequences of obstinately rejecting the sacred influence, especially to the Jews. The state of this nation at the present day, fully attests the Divine inspiration of the prophecy.
Mat	Matthew, being one of the twelve apostles, and early called to the apostleship, and from the time of his call a constant attendant on our Saviour, was perfectly well qualified to write fully the history of his life. He relates what he saw and heard. "He is eminently distinguished for the distinctness and particularity with which he has related many of our Lord's discourses and moral instructions. Of these his sermon on the mount, his charge to the apostles, his illustrations of the nature of his kingdom, and his prophecy on mount Olivet, are examples. He has also wonderfully united simplicity and energy in relating the replies of his Master to the cavils of his adversaries." "There is not," as Dr. A. Clarke justly remarks, "one truth or doctrine, in the whole oracles of God, which is not taught in this Evangelist. The outlines of the whole spiritual system are here correctly laid down. even Paul himself has added nothing. He has amplified and illustrated the truths contained in this Gospel - under the inspiration of the Holy Ghost, neither he, nor any of the other apostles, have brought to light one truth, the prototype of which has not been found in the words and acts of our blessed Lord as related by Matthew."
Luk	Luke, to whom this Gospel has been uniformly attributed from the earliest ages of the Christian church, is generally allowed to have been "the beloved physician" mentioned by Paul (<u>Col_4:14</u>); and as he was the companion of that apostle, in all his labours and sufferings, for many years (<u>Act_16:12</u>; <u>Act_20:1-6</u>; <u>Act_27:1</u>, <u>Act_27:2</u>; <u>Act_28:13-16</u>. <u>2Ti_4:11</u>. <u>Phm_1:24</u>), and wrote "the Acts of the Apostles," which conclude with a brief account of Paul's imprisonment at Rome, we may be assured that he had the Apostle's sanction to what he did; and probably this Gospel was written some time before that event, about ad 63 or 64, as is generally supposed. He would appear, from <u>Col_4:10</u>, <u>Col_4:11</u>, and his intimate acquaintance with the Greek language, as well as from his Greek name <gu>Λουκας</gu> [G3065], to have been of Gentile extraction; and according to Eusebius and others, he was a native of Antioch. But, from the Hebraisms occurring in his writings, and especially from his accurate knowledge of the Jewish rites, ceremonies, and custom, it is highly probable that he was a Jewish proselyte, and afterwards converted to Christianity. Though he may not have been, as some have affirmed, one of the seventy disciples, and an eye-witness of our Saviour's miracles, yet his intercourse with the apostles, and those who were eye-witnesses of the works and ear witnesses of the words of Christ, renders him an unexceptional witness, if considered merely as an historian; and the early and unanimous reception of his Gospel as divinely inspired is sufficient to satisfy every reasonable person.
